RegistrationNo,CompanyName,BuildingNumber,StreetName,TownName,CountrySubDivision,PostCode,Country
3358008WLSXFFXCAX571,SANSAR DEC 2024 VI TRUST,,"Sir Phirozshah Mehta Road, Fort, GR FLR, UNIVERSAL INSURANCE BLDG, RD., FORT BAZARGATE",MUMBAI,IN-MH,400001,IN
335800GB2CVRXSEHC277,ELITE MORTGAGE HL TRUST DECEMBER 2024,,"Sir Phirozshah Mehta Road, Fort, GR FLR, UNIVERSAL INSURANCE BLDG, RD., FORT BAZARGATE",MUMBAI,IN-MH,400001,IN
335800CG4MF4POFLR596,MM TRUST DEC 24 II,,"Sir Phirozshah Mehta Road, Fort, GR FLR, UNIVERSAL INSURANCE BLDG, RD., FORT BAZARGATE",MUMBAI,IN-MH,400001,IN
335800L2HZAVH5WFU148,MEDEOLA 12 2024,,"Sir Phirozshah Mehta Road, Fort, UGR FLR, UNIVERSAL INSURANCE, RD., FORT BAZARGATE",MUMBAI,IN-MH,400001,IN
984500AA12E377U4CF93,ALL INDIA DIGAMBER JAIN SOCIETY DELHI,,"nan, G Block, Preet Vihar, VANASTHALI PUBLIC SCHOLL, G-BLOCK",DELHI,IN-DL,110092,IN
9845008D0ZD76PC75435,UNITED AGRI TECH PVT LTD,,"nan, G T RD, (EAST)GALSI",BURDWAN,IN-WB,713406,IN
894500A1U0QE7IZF5I84,SACRED HEART CONVENT SCHOOL MALOUT,,"nan, G T ROAD, SCHOOLS AND OTHERS, DANEWALA,",MALOUT,,152107,IN
98450053EE7S52A9F330,Kongunadu Arts and Science College Council,,"nan, G. N. MILLS",Coimbatore,IN-TN,641029,IN
335800MSQE7PV9NV2D04,P.S.JIVRAJ AUTOMOBILES LLP,,"GT Road, G.T. OPP: EASTERN RAILWAY GIRLS SCHOOL, BARDHAMAN, ASANSOL",ASANSOL,IN-WB,713301,IN
8945003DMW4QCK7QEU61,TULSHI RICETECH PRIVATE LIMITED,,"nan, GANDHI ROAD, NEAR MIRANIA TOWER, POST & DISTRICT: ANGUL",Angul,,759122,IN
3358007FCA287DU5F181,PARTH PRATISHTHAN SANSTHA GEORAI,,"nan, GANESH NAGAR, BHAVANI NAGAR, GEORAI",BEED,IN-MH,431127,IN
9845008A3FJBD7DD9432,AMINIA GOLPARK,,"57, Ballygunge Circular Road, GARDEN",Kolkata,IN-WB,700019,IN
64888Q3V0EES18HY0886,SIDDHANT FIBERS,,"103, Sillod Road, GAT NO, RAOD, IBRAHIMPUR",JALNA,,431114,IN
3358004TJ4PMVI8G3305,UNITY TRADE COMPLEX PRIVATE LIMITED,,"nan, GOLDEN PLAZA, BURDAWAN ROAD",SILIGURI,IN-WB,734001,IN
984500FABM703A81E912,MA LAKSHMIANNA AGRO PRODUCTS PRIVATE LIMITED,,"nan, GOPALBERA, KHANDAGHOSH, Bardhaman",BURDWAN,IN-WB,713427,IN
984500F1F61FF4141062,A K BUILDERS,,"nan, GRANT ESTATE",Dumka,IN-JH,814101,IN
33580015MFD467PD1V42,SALUJA AUTOMOBILES,,"nan, GROUND FLOOR, SALUJA AUTOMOBILES, G T ROAD, LAXMIPUR",BARDHAMAN,IN-WB,713101,IN
3358005SETSVEGJCOQ64,CHIPSPIRIT TECHNOLOGIES PRIVATE LIMITED,,"Sarjapur Main Road, GROUND FLOOR, SOUTH BLOCK, VAISHNAVI TECH PARKBELLANDUR GATE, AMBALIPURA",BANGALORE,IN-KA,560103,IN
984500A44B6DHCBD8570,M/S HEM RAJ HUF,,"nan, GT ROAD, DCM COLONY, SRI MUKTSAR SAHIB",MALOUT,IN-PB,152107,IN
9845007983B66BCFCY15,M/S RAVI KUMAR HUF,,"nan, GT ROAD, DCM COLONY, SRI MUKTSAR SAHIB",MALOUT,IN-PB,152107,IN
335800J2166XTRTPMU10,M/S KISAN RICE MILL,,"Raghunathpur Road, GUNHCHAI BANDA, PURANPUR",PILIBHIT,IN-UP,262122,IN
335800XZJU5VX9FRW486,SUNDERNARAYAN & CO INFRASTRUCTURE PRIVATE LIMITED,,"nan, Gadge Nagar, KALA KUNJ RATHI NAGAR, AMRAVATI",AMRAVATI,IN-MH,444603,IN
64885N6O7VQ776N0HB54,GRAYGOLD BUILDING SOLUTIONS PRIVATE LIMITED,,"Yawal Road, Gajanan Co Operative Housing Society, SUBHASH PLAZA, TAL. CHOPDA, DIST. JALGAON (M.S.), Maharashtra",Jalgaon,,425107,IN
984500C4D9CA44411D86,PARK STONE WOOD INDUSTRIES LLP,,"Garh Road, Gandhi Ganj, Girdhari Nagar, Hapur",Ghaziabad,IN-UP,245101,IN
984500B2CACJ50897C58,ARUMAYAAL TEXTILES PRIVATE LIMITED,,"nan, Gandhi Nagar, Narayanavalasu, GANDHI NAGAR ROADKALINGIAM POST, ERODE DIST",GOBICHETTI PALAYAM TALUK,IN-TN,638452,IN
8945009SFW8K9NUS8M29,UCF INDUSTRY LLP,,"6454, Mukherjee Gali, Gandhi Nagar, Seelampur, Shahdara, MUKHARJEE GANDHI NAGAR",DELHI,,110031,IN
9845007FC505C59E3830,TRIDENT TEA COMPANY,,"nan, Gauripur Gaon",Tinsukia,IN-AS,786160,IN
8945007YP0RQOLYBUE86,ACCOMPLISHED DESIGNER LLP,,"1A, Ashutosh Mukherjee Road, Gaza Park, Bakul Bagan, Bhowanipore",KOLKATA,,700020,IN
6488J898020IOSXNW798,OBEBO CLOTHING GLOBAL PRIVATE LIMITED,,"nan, Ghorasahan Purbi Champaran, East Champaran, Bihar",Ghorasahan,,845303,IN
984500BD2AN1FBFA6434,OPPBASKET PRIVATE LIMITED,,"12-A, Saint Xavier's School Road, Girivar Society, Navrangpura, Monarch House, Opp Auda Garden, Nr. Ishwar Bhuvan",Ahmedabad,IN-GJ,380009,IN
984500EF862E7AD08592,Seth Banarsi Dass Charitable Society,,"Pipli Road, Greenfield Public School Campus",Kurukshetra,IN-HR,136118,IN
984500E849701F88E003,VAXOVA LIFE SCIENCES PRIVATE LIMITED,,"nan, Ground Floor, Vill Main Thapal, PO Moginand, Sirmaur",NAHAN,IN-HP,173030,IN
984500560F4FB5086467,BALAJI AGROTECH INDUSTRIES,,"nan, Ground, Rice Mill, Tikratoli, Saparom",Ranchi,IN-JH,835303,IN
984500XCK76DA9AAB807,EUROSTAR BEVERAGES PRIVATE LIMITED,,"101, Velachery Road, Guindy, SUITE A, ALSA DEER PARK, VELECHERY",CHENNAI,IN-TN,600032,IN
984500F561CAE86BBO65,PURAN DEVI TRADING PRIVATE LIMITED,,"nan, Gulabbagh",Purnea,IN-BR,854326,IN
98450062A3S38B44A585,U P SAHKARI GRAM VIKAS BANK LTD,,"10, Mall Road, Gulistan Colony, AVENUE",LUCKNOW,IN-UP,226001,IN
8945003NC3Q3KE04MU02,SAEL SOLAR P7 PRIVATE LIMITED,,"Faridkot Road, Guruharsahai",Firozpur,,152022,IN
335800VAVJJ89EAHGV85,MOTHER CHARITABLE TRUST,,"nan, HAMD NAIRYAMPARAMBU, GANDHI JUNTION, KATTUSSERY ALATHUR",PALAKKAD,IN-KL,678542,IN
9845000D8F3A7B73DC62,HOPE EDUCATIONAL SOCIETY,,"nan, HARIPUR ROAD OPP VAYU VIHAR GATE, ADAMPUR DOABA DISTT JALANDHAR",ADAMPUR,IN-PB,144102,IN
335800B21V38FDIBRL92,SRI KALESWARI AGRO FARMS,,"nan, HARTI VILLAGE, GADAG TQ & DIST",GADAG,IN-KA,582103,IN
335800FM7QPAGCTEOW80,SHREE DWARKADHISH COLD STORAGES,,"nan, HASTPUR, IGLAS",ALIGARH,IN-UP,202002,IN
335800HTLS5EH6TZA187,THE VAISHALI DISTRICT CENTRAL CO-OPERATIVE BANK LIMITED,,"nan, HEAD OFFICE, HEAD OFFICE, HOSPITAL ROAD,, VAISHALI",HAJIPUR,IN-BR,844101,IN
335800O3LESUIRSZKM11,HARGOPAL MOHAN EDUCATION SOCIETY,,"nan, HODAL, HODAL",PALWAL,IN-HR,121102,IN
335800U89BV4DP1ETX89,ADITYAS CENTRE POINT HOTEL PRIVATE LIMITED,,"nan, HOTEL CENTRE POINT M.C. ROAD",TEZPUR,IN-AS,784001,IN
984500881E1E91091C91,SWASTIK EDUCATION SOCIETY,,"nan, Hansari",Jhansi,IN-UP,284135,IN
6488G4I63WCMI08W1178,LORDSHIVA CONSTRUCTION COMPANY,,"Dabwali Road, Haryana",SIRSA,,125055,IN
8945004XDGWNFTO19Y96,VIKRAMGEET INVESTMENTS AND HOLDINGS PRIVATE LIMITED,,"Bellary Road, Hebbal Kempapura, Kirloskar Business Park",Bangaluru,,560024,IN
3358006J1DMOW76J3J10,SAMARPAN CHARITABLE TRUST,,"Rajguru Compound Lake Road, Hindpiri, KEDIA NIWAS, NEAR MARWARI COLLEGE, HINDPIRHI",RANCHI,IN-JH,834001,IN
984500CF2B6K5A2B3691,M S R & OTHERS POULTRY FARM,,"nan, Hirebommanahal (Village)",Koppal,IN-KA,583237,IN
984500E601D97A88A849,GRAMEENA VIDYABHIVRIDHI SAMSTHE,,"nan, Hospete, Janguwakote Hobli, Jangamakote P.O., Sidlaghatta Taluk, Kolar District",Bangalore,IN-KA,562102,IN
9845002B08477CKB4966,P X L ENTERPRISES,,"27, Nityadhan Mukherjee Road, Howrah Railway Station, Shibpur, RD",HOWRAH,IN-WB,711101,IN
6488FPR7O394MV94K021,LAKSHMI PACKAGING PRIVATE LIMITED,,"58, Town Railway Station Road, I Agraharam, No., Tamil Nadu",SALEM,,636001,IN
984500CBV2AF4F9C6587,POWERLINE GREEN,,"nan, IID Centre, Naltoli, Naltoli Colony Road, Kaliabor",Nagaon,IN-AS,782143,IN
335800KLN99V877EJ244,CHADDA MAINTENANCE SERVICES PRIVATE LIMITED,,"38, Okhla Industrial Estate Phase 3 Road, III, -",NEW DELHI,IN-DL,110020,IN
984500DC095AD9A11340,CASABLANCA LIFESCIENCES LLP,,"208, Okhla Industrial Estate Phase 3 Road, III, PHASE-III",NEW DELHI,IN-DL,110020,IN
8945009I4IG4HWQVEE40,MAMTA HYGIENE PRODUCTS PRIVATE LIMITED,,"nan, INDUSTRIAL AREA, Bhilwara, GULABPURA",GULABPURA (Raj.),,311021,IN
335800YS7S2KL9I3CK75,GOYAL MINERALS,,"nan, INDUSTRIAL AREA, NEEM KA THANA INDUSTRIAL AREA, SIKAR",NEEM KA THANA,IN-RJ,332713,IN
9845002D38B708F76090,AMIT ENTERPRISES,,"nan, INDUSTRIAL WARD, BEHIND NEW BUS STAND",Dhamtari,IN-CG,493773,IN
9845007XE82F00774150,PREMBIDYA WARFARE FOUNDATION,,"Sagolband Tera Sapam Leirak, Ied-II, (Part)",Imphal,IN-MN,795001,IN
3358003MRENVOKURBI82,SRI NAYAGAM MULTIPLEX,,"593, Market Road, Iluppaiyurani, MAIN, KOVILPATTI",THOOTHUKUDI,IN-TN,628501,IN
984500DZ5FB0E79F3A91,FOREST FRIENDLY CAMPS PRIVATE LIMITED.,,"1, Sri Aurobindo Marg, Indian Institute of Technology Delhi, Hauz Khas",NEW DELHI,IN-DL,110016,IN
984500FE595674B70288,DESERT FRIENDLY CAMPS PRIVATE LIMITED,,"1, Sri Aurobindo Marg, Indian Institute of Technology Delhi, Hauz Khas, HAUZ KHAS",NEW DELHI,IN-DL,110016,IN
9845004EC899DE5CFD84,M/S GORDHANDAS GIGAJI MALI,,"Ranpur Road, Indira Nagar, BANAS KANTHA",DEESA,IN-GJ,385535,IN
984500C7A414413D9B45,ALTURA ENGINEERS PRIVATE LIMITED,,"Sua Road, Industrial Area C, Dhandari Kalan, Near Om Kanda, Indl. Area C, K, anganwal",Ludhiana,IN-PB,141001,IN
335800OS1B726TTK5Z13,SHREE SS STEEL,,"2, Metal Park Road, Industrial Area, Bhanpuri, PHASE -, RAWABHATA",RAIPUR,IN-CG,492001,IN
335800UCFT7ZVM6ACC51,ZOLON ARCHITECTURAL HARDWARE,,"20, Essen Road, Industrial Area, PLOT NO., OPP. INOVA CASTING, SHAPUR",RAJKOT,IN-GJ,360024,IN
984500A6C84C93FF9D42,TAVAASMI COTTON AND AGRO INDUSTRIES PRIVATE LIMITED,,"73, Gokul Road, Industrial Estate, Basaveshwar Nagar, Dharwad",Hubli,IN-KA,580030,IN
98450040WD853A70E488,VIJAY ENGINEERING WORKS,,"212, Gokul Road, Industrial Estate, PLOT NO., GAMANAGATTI INDUSTRIAL ESTATE, NAVANAGAR, HUBBALLI",Dharwad,IN-KA,580025,IN
984500072C38F07DDC96,M/S M. K. FOODS,,"nan, Itwari, Behind Amardeep Cinemas, Chadi Building, Anaz Bazar",Nagpur,IN-MH,440008,IN
6488L2YA5NF22WT80208,BNR ESTATES,,"923, 17th Main Road, J Block, Ajanta Colony, Anna Nagar, I Block, Anna Nagar West",Chennai,,600040,IN
335800N74G8OEF91ZY93,KONARK AUTO CENTRE,,"nan, J.S.P.L. ROAD, KHARSIA ROAD",RAIGARH,IN-CG,496001,IN
9845007EU80DDC98C812,Z.R.AGRO INDUSTRIES,,"nan, JAHANABAD, ROAD, Richha",Bareilly,IN-UP,243201,IN
6488V8FVJ3274W48DA59,MAA NARMADA AGRO FOODS,,"nan, JAI PRAKASH WARD, PANAGAR",JABALPUR,,483220,IN
89450023R2HY43VPFA89,AAKRITI BEVERAGES PRIVATE LIMITED,,"nan, JAINAGAR ROAD, PATRATU",RAMGARH,,829118,IN
984500E6E99U4B9FAD73,SHRI RAM CHARIT EDUCATION AND CHARITABLE TRUST,,"nan, JAMBUDA, MAHUVA",BHAVNAGAR,IN-GJ,364295,IN
64887TJY6FS3748E9L94,INDLER AGRI SCIENCE PRIVATE LIMITED,,"nan, JANSUI ROAD, INDLER AGRI SCIENCE PRIVATE LIMITED, JANSUI ROAD, THOL",Kurukshetra,,136136,IN
335800GM31V7Z9G9MQ43,RAJ KUMAR CONTRACTOR,,"nan, JINDAL COMPLEX, BATHINDA ROAD, NEAR GOLE CHOWK, SIRSA",BATHINDA,IN-PB,125104,IN
335800YPRYLI1CZ2VW87,MOHAN LAL GUPTA & SONS,,"nan, JOURIAN ROAD, AKHNOOR, AKHNOOR, JAMMU, JAMMU AND KASHMIR",AKHNOOR,IN-JK,181201,IN
3358005GJNNVZ7RY2K43,MILE STONE CONSTRUCTION,,"nan, Jail Road",TIKAMGARH,IN-MP,472001,IN
9845009582C93EE7CC54,SHRI KANTH MAHADEV SEWA TRUST,,"nan, Jaitra in front of cold store, Noorpur road, Bijnor",Dhampur,IN-UP,246761,IN
335800NMM34LG94XWP15,M&M LUXE HOMES LLP,,"141, Rajpur Road, Jakhan",DEHRADUN,IN-UK,248001,IN
3358009MYWFM22SJSQ82,DIOCESE OF JALANDHAR,,"The Mall Road, Jalandhar Cantt",JALANDHAR,IN-PB,144005,IN
335800D6D8K9XBGM2P77,OM AHINSAK PRODUCTS PRIVATE LIMITED,,"M. P. Mills Compound Road, Janata Nagar, Tardeo, FLOOR G, A WING, JANATA NAGAR CHS, B. B. NAKASHE MARG, MILL",MUMBAI,IN-MH,400034,IN
98450061D8B092B8DD10,SILIGURI TRADELINK PRIVATE LIMITED,,"KC Dey Road, Janta Nagar, K.C., Opposite Comage Near Church",Siliguri,IN-WB,734001,IN
335800POX3Q7OQ3PO763,K D JEWELLERS,,"Dera Street, Java Nagar, Old walled City, K D JEWELLERS, SAYRE, SONI BAAAR, RAJKOT, GUJARAT",RAJKOT,IN-GJ,360001,IN
335800FJJAVMS98KUY18,IMPAQTIVE TECHNOLOGIES INDIA PRIVATE LIMITED,,"1A, Kumaranasan Nagar Road, Jawahar, Elamkulam, KADAVANTHARA, KOCHI",ERNAKULAM,IN-KL,682020,IN
648894A2FK052V9ODZ78,S AMIN INFRASTRUCTURE PRIVATE LIMITED,,"Makarpura Road, Jayram Nagar, A Tower, Aatmiya Heights, GF Show Room Maneja, Aatmiya land mark near Maneja",Vadodara,,390013,IN
3358008ANRX9KBOZTL13,RMC MED LIMITED,,"Calgiri Marg, Jhalana Gram, Malviya Nagar, RUNGTA HOSPITAL",JAIPUR,IN-RJ,302017,IN
984500009M9H445B0P43,TRISHANK IMPEX,,"5, Jadulal Mullick Road, Jorabagan, Jadoolal, Bidhan Sarani, Malapara",Kolkata,IN-WB,700006,IN
984500BAG16F01B8AC28,AGARWAL MULTIAGRO INDUSTRIES PRIVATE LIMITED,,"32, PK Tagore Street, Jorabagan, P K, Jorasanko",Kolkata,IN-WB,700006,IN
89450063VCGJMOQPVA77,SURSARITA VANIJYA PVT LTD,,"207, Maharshi Debendra Road, Jorabagan, P.S.: JORABAGAN",KOLKATA,,700007,IN
8945007S2O5Q8ERIPI04,RAMANA CYLINDERS PRIVATE LIMITED,,"172, Road Number 13, Jubilee Hills, PLOT NO, NO, JUBLIEE HILLS",hyderabad,,500033,IN
335800JS5SH3DLMXSO28,S L KUMAR INDUSTRIES,,"nan, KAHNE WALA ROAD, FAZILKA",JALALABAD,IN-PB,152024,IN
8945006ONNL6T6AF7A90,ASPRN FOOD INDIA PRIVATE LIMITED,,"Bhinga Road, KALPIPARA",BAHRAICH,,271801,IN
894500A780Y9JVJ71Y25,KARTIKEYAS MANGANESE AND IRON ORES PRIVATE LIMITED,,"Kudligi Road, KARTHIKEYA NIVASKRUTHIKA FARMS SANDUR, BELLARY DIST KARNATAKA",Sandur,,583119,IN
335800NBO2U8ZS37KF49,JAY BAJARANGI RICE MILL,,"nan, KATARAJHARI, SARANKUL",NAYAGARH,IN-OD,752070,IN
335800LCSKKM5MW9QC31,SUNTRIK NEW ENERGY ONE PRIVATE LIMITED,,"nan, KHADRIYA PASS, GANPAT JEWELLERS",HANUMANGARH,IN-RJ,335513,IN
335800W7AIV1S13E4J13,PALIWAL ENTERPRISES,,"nan, KHAMNOR, TANTOL, MAAL KA GUDA",RAJSAMAND,IN-RJ,313301,IN
335800PVDGT1Y8TBYD27,GURUNANAK EDUCATIONAL SOCIETY,,"nan, KHIRKI ALI BEG, POLICE LINE",FAIZABAD,IN-UP,224001,IN
8945007NAU4XFZJ9FA08,SHRI OMKAR STEELS,,"nan, KIRANIPURA, SHRI NAGAR ROAD",AJMER,,305001,IN
335800887HTJV2SUIM41,ARAVINDH BLUE METAAL,,"nan, KODANTHUR, MUTHANAMPALAYAM POST",KARUR,IN-TN,639206,IN
64887P559QX2M6UZU493,SHILPA ASSOCIATES,,"Chhindwara - Narsinghpur Road, KRISHAK COLD STORAGE, NEAR BHARAT BHARTI VIDYALAY, Madhya Pradesh",Chhindwara,,480001,IN
335800TTKOILXAA4VR87,BLUE LOTUS CONSTRUCTION PRIVATE LIMITED,,"nan, KRISHNA KUNJ GANDHI ROAD",GWALIOR,IN-MP,474002,IN
9845002FC5B3W75F1B93,Shri Mahabir Cold Storage,,"nan, KUIANBOOT",FARRUKHABAD,IN-UP,209625,IN
335800NXP328CXFFIP20,SARAS INFRA DEVELOPERS LLP,,"Rampur Road, KUMAR OXYGEN COMPOUND, UDHAM SINGH, NAGAR, RUDRAPUR, UTTARAKHAND, INDIA",RUDRAPUR,IN-UK,263153,IN
335800ZITDO9PUI55Q19,FIVE STAR MICROBASE COATING (INDIA) PRIVATE LIMITED,,"Kundrathur Main Road, KUNRATHUR, VAZHUTHALAMBEDU THIRUMUDIVAKKAM",CHENNAI,IN-TN,600069,IN
335800E1VRW5LTD2NP12,DIVINE MACHINES PRIVATE LIMITED,,"Kasturba Stree Vikas Gruh Road, KUNTA",RAJKOT,IN-GJ,360002,IN
984500B5DD11AAT59823,SHRI THAKURJI DHARAM SHIKSHA SANSTHAN,,"nan, KUTI PAR VILLAGE, PALHANA POST, MURATGANJ, THANA KOKHRAJ",Kaushambi,IN-UP,212201,IN
8945007PLZDG0PHG8M66,KELTRON ELECTRO CERAMICS LTD,,"nan, KUTTIPPURAM MALAPPURAM",KUTTIPPURAM,,676552,IN
984500FUEA7B9756IB11,MS A S MOHAMED RAFI AGENCIES,,"30, Grand Southern Trunk Road, Kadaperi, Tambaram, GST, KARUNKUZH",Kancheepuram,IN-TN,603303,IN
984500ED53E5B99B3C75,MASSFIN LENDING SERVICES PRIVATE LIMITED,,"nan, Kaikondrahalli, ALT Towers Koikandanahalli, Sarjapura Road",Bangalore,IN-KA,560035,IN
984500JF2DDEAFD2F689,GILL BUILDCON PRIVATE LIMITED,,"nan, Kaka Nagar, Kaka Nagar Shamli, Muzaffarnagar",Shamli,IN-UP,247776,IN
335800ITDFUJ8KPS9C46,PLATINUM TRUST DEC 2024 - TRANCHE II,,"Cawasji Patel Road, Kala Ghoda, Fort, UNIVERSAL INSURANCE BUILDING, GROUND FLOOR, SIR P. M., FORT BAZARGATE",MUMBAI,IN-MH,400001,IN
335800SYUMF3JR7IRE53,MM TRUST DEC 24 I,,"Cawasji Patel Road, Kala Ghoda, Fort, UNIVERSAL INSURANCE BUILDING, GROUND FLOOR, SIR PHIROZSHAH MEHTA",MUMBAI,IN-MH,400001,IN
9845009EC9AE1M5E4A10,HOOGHLY HATCHERIES PRIVATE LIMITED,,"nan, Kalachara, VILL-KALACHARA, BHAGAWATIPUR ROAD P.O-CHANDITALA",HOOGHLY,IN-WB,712702,IN
3358005B9ORSSFTXVS64,KERALA STATE DRUGS AND PHARMACEUTICALS LTD,,"nan, Kalavoor, ALAPPUZHA, KERALA, INDIA",ALAPPUZHA,IN-KL,688522,IN
98450051490A5BC5BC59,CHITRALEKHA RETAILS LLP,,"Chitralekha Road, Kamalnath Nagar, G-FLR, COMPLEX, Lal Bazar, West Champaran",Bettiah,IN-BR,845438,IN
9845002ASE8F48393A95,WELTECH ENGINEERS,,"10, 3rd East Street, Kamaraj Nagar, Thiruvanmiyur, Ground Floor, No., Road",Chennai,IN-TN,600041,IN
984500F6E361D8FA3D84,MEHTA FORGE,,"Sonapur Lane, Kamathi Wada, Marine Lines, Mazagaon Reclamation Estate, Reay Road",Mumbai,IN-MH,400010,IN
9845005A66C1BFD6VA58,MEENA BINAY NISHANT BHAWANI COLD STORAGE PRIVATE LIMITED,,"nan, Kankarbagh, Chitragupta Nagar, KANTI FACTORY ROAD, MAHATMA GANDHI NAGAR, NEAR NALA",PATNA,IN-BR,800026,IN
984500C2CE78735D8107,K9 LANDSCAPE PRIVATE LIMITED,,"3, 3rd Main Road, Kanwar Nagar, Jagannatha Puram, Velachery, RD RAJALAKSHMI NAGAR",CHENNAI,IN-TN,600042,IN
33580073W7CC8QKKXR71,KISHAN UDYOG,,"nan, Karni Industrial Area, KISHAN UDYOG, BIKANER, BIKANER, RAJASTHAN",BIKANER,IN-RJ,334001,IN
89450080P2WPZD8RCM76,SHREE RAM ENTERPRISES,,"nan, Karond, nill, Karod By Pass, New Jail Road, Palasi",Bhopal,,462038,IN
8945001QCTQ5KQ67HY82,KARAN AGENCIES,,"nan, Kasaba Bawada, SUGAR MILLS LTD, CAMP THE KOLHAPUR, DISTILLERY DIVISION",KOLHAPUR,,416006,IN
335800L47HY6RFVJ9Y84,SWATI AUTO ENGINEERS PRIVATE LIMITED,,"nan, Kashmere Gate, SWATI AUTO ENGINEERS DELHI ROAD",SAHARANPUR,IN-UP,247001,IN
335800H3O2FIHGGTA905,SANGHI TUBES PRIVATE LIMITED,,"79/8, Latouche Road, Kasimganj",KANPUR,IN-UP,208001,IN
8945005WMTNGMK8E4673,TASTY MANUFACTURING CO. PRIVATE LIMITED,,"nan, Katesar, Village - Semra, Post - Katesar Ram Nagar Road",chandauli,,232101,IN
9845002H54C5D11FEF44,RAJKAMAL ELECTROPLATERS,,"Ram Ganga Bridge, Katghar, RAMPUR ROAD",Moradabad,IN-UP,244001,IN
8945008A8QYBK7P9X223,SRI KSINAYANA ANNAPURNESHWARI NITHYA ANNADANA TRUST,,"nan, Katrimala village, Pamidi Mandal, Anantapur District",Anantapur,,515775,IN
8945008WKHKN4IJRSM04,MARIAMMAN MODERN RICE MILL,,"9, Nalla Muthu Pillai Road, Keerathurai, B, Nallamuthupillai New, MAHALIPATTI",Madurai,,625009,IN
98450055CF99FD8DE115,SHREE SHYAM CHEMICAL INDUSTRY ROLLER FLOUR & RICE MILLS,,"1, Doctor Kali Nath Road, Khalpara, DR. KALINATH, DARJEELING",Siliguri,IN-WB,734005,IN
6488F4NT88R586J3VW81,MILAN JEWELLERS,,"123, BK Sindhi Colony Main Road, Khatiwala Tank, B.K., Madhya Pradesh",INDORE,,452012,IN
8945008FBO2NMLLAIE24,MURUGAN IDLI PRIVATE LIMITED,,"46/13, North Usman Road, Kodambakkam, No., T. Nagar",Chennai,,600017,IN
3358003ZMZZFGFIRTR76,CHAKARA DESIGN AND CONSTRUCTION ENGINEERS PRIVATE LIMITED,,"302A, Poonga Street, Koil Padhagai, Poompozhil Nagar, PLOT NO, KOVILPADHAGAI AVADI",CHENNAI,IN-TN,600062,IN
984500D1G1V6E7CCEF76,IMPRESSIVE TILES & MARBLE,,"Binoy Badal Dinesh Sarani, Konnagar, B B D, GHOSHPARA, BALLY",HOWRAH,IN-WB,711227,IN
9845005BBD2BUBA67223,DAYANAND SOCIAL WELFARE EDUCATIONAL SAMITI,,"Chowk, Madhuban Bapu Dham Road, Kulesara, PUSTA, MADHUVAN VIHAR, KULESRA, GAUTAM BUDH NAGAR",GREATER NOIDA,IN-UP,201308,IN
6488N2495W6RD1Y8YE42,PADMAVATHI DIAMONDS & JEWELS,,"147, Avenue Road, Kumbarpet, Mamulpet, Chickpet, Karnataka",Bengaluru,,560002,IN
335800R2QZEI4OCENI47,VARSHNEY SHEETGRAH PRIVATE LIMITED,,"village, post, LADPUR, TEHSL HATHRAS, DISTT. MAHAMAYA NAGAR",HATHRAS,IN-UP,204101,IN
894500ADZX41N21VUE76,GANESH PLYWOOD INDUSTRIES,,"Kheri Road, LAHORI NAGAR",LAKHIMPUR KHERI,,262701,IN
335800ST4TWJQXLEPR71,SHREE SIDDHIDATA AGRO INDUSTRIES PRIVATE LIMITED,,"mungmass Road, LAIRO VERUVAAR, MUNGMAS NAKTA, MAUNATHBHANJAN, KOPAGANJ, MAU",KOPAGANJ,IN-UP,275305,IN
335800LD3O6BE6X1P612,BARRISTER MUKANDILAL AND SHEILA HAYED SOCIETY,,"nan, LAL KOTHI, JOHNPUR ROAD, PATEL MARG, KOTDWARA",PURI GARHWAL,IN-UK,246149,IN
3358006EYLFIXD82IK27,ANJUM EDUCATIONAL AND CHARITABLE TRUST,,"nan, LBS Nagar, Rajendra Gunj, LBS NAGAR RAICHUR",RAICHUR,IN-KA,584102,IN
9845007B3DAE4377FB76,SHIVA AGRO INDUSTRIES,,"nan, LIBRA DAUDPUR ROAD, KHANNA",Ludhiana,IN-PB,141401,IN
984500AAD3A7FB803D64,JOHAL REAL ESTATES PRIVATE LIMITED,,"Hoshiarpur Road, Ladhewali, JOHAL PLAZA GOLD, RAMA MANDI, Jalandhar -II",Jalandhar,IN-PB,144007,IN
335800XOHPCH98ODSP81,SHEIN CERAMICA LLP,,"Old Ghuntu Road, Lakhdhirpur, FIRST FLOOR, MAIN OFFICE BUILDING, C/O SHAGUN CERAMICS, NEAR SONA CERAMIC, MORBI PPW",RAJKOT,IN-GJ,363642,IN
6488T7EBW519C044MU30,LPN COSMIC PRIVATE LIMITED,,"339, Kamarajar Road, Lakshmipuram, Mullai Nagar, KAMARAJ, Uppilipalayam, Tamil Nadu, India",Coimbatore,,641015,IN
9845004F136B4A678792,HIGHWAY RIDERS HOTEL PRIVATE LIMITED,,"1066, Old Peace Road, Lalpur, HOUSE NO., NEAR ARYA HOTEL",Ranchi,IN-JH,834001,IN
984500894AZPQB110M44,SHRI RAMSAR EXPORTS PRIVATE LIMITED,,"68, Railway Link Road, Landa Bazar",Amritsar,IN-PB,143001,IN
6488714H6VD4X61QBQ92,TULSI ASSOCIATES,,"84, Nolaipura Road, Laxman Pura, RATLAM",RATLAM,,457001,IN
